,appid,total_playtime,appname,lat,lon,country
26236,38700,121,Toki Tori,56.130366,-106.346771,CA
26243,40800,84,Super Meat Boy,56.130366,-106.346771,CA
26248,63700,9,BIT.TRIP BEAT,56.130366,-106.346771,CA
26252,92000,54,Hydrophobia: Prophecy,56.130366,-106.346771,CA
26253,72200,26,Universe Sandbox Legacy,56.130366,-106.346771,CA
26255,45760,12657,Ultra Street Fighter IV,56.130366,-106.346771,CA
26280,105600,3204,Terraria,56.130366,-106.346771,CA
26304,94200,92,Jamestown,56.130366,-106.346771,CA
26315,97000,231,Solar 2,56.130366,-106.346771,CA
26316,91600,835,Sanctum,56.130366,-106.346771,CA
26332,91310,226,Dead Island,56.130366,-106.346771,CA
26335,107100,344,Bastion,56.130366,-106.346771,CA
26339,24240,80,PAYDAY: The Heist,56.130366,-106.346771,CA
26340,113200,79,The Binding of Isaac,56.130366,-106.346771,CA
26342,65800,684,Dungeon Defenders,56.130366,-106.346771,CA
26349,200910,11,Before the Echo,56.130366,-106.346771,CA
26351,72850,7793,The Elder Scrolls V: Skyrim,56.130366,-106.346771,CA
26375,108500,203,Vessel,56.130366,-106.346771,CA
26378,209330,87,A Valley Without Wind,56.130366,-106.346771,CA
26380,200710,241,Torchlight II,56.130366,-106.346771,CA
26401,209790,216,Splice,56.130366,-106.346771,CA
26412,211580,135,Wanderlust: Rebirth,56.130366,-106.346771,CA
26419,730,1094,Counter-Strike: Global Offensive,56.130366,-106.346771,CA
26440,49520,1663,Borderlands 2,56.130366,-106.346771,CA
26463,211260,13,They Bleed Pixels,56.130366,-106.346771,CA
26465,214830,32,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,56.130366,-106.346771,CA
26468,200510,1684,XCOM: Enemy Unknown,56.130366,-106.346771,CA
26487,205190,248,Rocksmith,56.130366,-106.346771,CA
26502,57690,703,Tropico 4,56.130366,-106.346771,CA
26510,286100,138,You Have to Win the Game,56.130366,-106.346771,CA
26517,204240,217,The Bridge,56.130366,-106.346771,CA
26528,233450,1460,Prison Architect,56.130366,-106.346771,CA
26530,230700,733,La-Mulana,56.130366,-106.346771,CA
26540,233720,382,Surgeon Simulator,56.130366,-106.346771,CA
26576,113020,346,Monaco,56.130366,-106.346771,CA
26578,231160,393,The Swapper,56.130366,-106.346771,CA
26579,233980,612,Unepic,56.130366,-106.346771,CA
26582,239070,122,Hammerwatch,56.130366,-106.346771,CA
26583,239350,33,Spelunky,56.130366,-106.346771,CA
26584,218620,447,PAYDAY 2,56.130366,-106.346771,CA
26601,251730,636,Legend of Grimrock 2,56.130366,-106.346771,CA
26617,252110,129,Lovers in a Dangerous Spacetime,56.130366,-106.346771,CA
26622,252950,44081,Rocket League,56.130366,-106.346771,CA
26659,249990,304,FORCED,56.130366,-106.346771,CA
26665,257050,3,Darkout,56.130366,-106.346771,CA
26666,221910,179,The Stanley Parable,56.130366,-106.346771,CA
26670,261570,674,Ori and the Blind Forest,56.130366,-106.346771,CA
26696,262960,1,Castle In The Darkness,56.130366,-106.346771,CA
26699,263980,111,Out There Somewhere,56.130366,-106.346771,CA
26716,248820,173,Risk of Rain,56.130366,-106.346771,CA
26724,265890,77,Hexcells,56.130366,-106.346771,CA
26726,210770,375,Sanctum 2,56.130366,-106.346771,CA
26733,271590,2077,Grand Theft Auto V,56.130366,-106.346771,CA
26740,213670,1290,South Park™: The Stick of Truth™,56.130366,-106.346771,CA
26763,280220,2330,Creeper World 3: Arc Eternal,56.130366,-106.346771,CA
26817,282760,49,Circuits,56.130366,-106.346771,CA
26820,286160,667,Tabletop Simulator,56.130366,-106.346771,CA
26824,287980,268,Mini Metro,56.130366,-106.346771,CA
26829,290260,290,Sokobond,56.130366,-106.346771,CA
26833,290300,1855,Rebel Galaxy,56.130366,-106.346771,CA
26849,201810,759,Wolfenstein: The New Order,56.130366,-106.346771,CA
26871,238460,34,BattleBlock Theater,56.130366,-106.346771,CA
26872,300570,2609,Infinifactory,56.130366,-106.346771,CA
26879,286690,83,Metro 2033 Redux,56.130366,-106.346771,CA
26880,302710,43,BlazeRush,56.130366,-106.346771,CA
26883,238090,1034,Sniper Elite 3,56.130366,-106.346771,CA
26905,63380,532,Sniper Elite V2,56.130366,-106.346771,CA
26927,310560,151,DiRT Rally,56.130366,-106.346771,CA
26938,310950,7196,Street Fighter V,56.130366,-106.346771,CA
26967,311480,26,Vertical Drop Heroes HD,56.130366,-106.346771,CA
26976,312750,61,Final Fantasy IV (3D Remake),56.130366,-106.346771,CA
26977,318530,60,Wings of Vi,56.130366,-106.346771,CA
26978,294440,30,Shadowgate,56.130366,-106.346771,CA
26980,320140,571,Absolute Drift,56.130366,-106.346771,CA
26986,214490,1341,Alien: Isolation,56.130366,-106.346771,CA
27008,322500,114,SUPERHOT,56.130366,-106.346771,CA
27017,258970,191,Gauntlet™ ,56.130366,-106.346771,CA
27022,326410,54,Windward,56.130366,-106.346771,CA
27030,257510,1613,The Talos Principle,56.130366,-106.346771,CA
27059,319630,531,Life is Strange™,56.130366,-106.346771,CA
27079,304650,714,Sunless Sea,56.130366,-106.346771,CA
27084,341800,47,Keep Talking and Nobody Explodes,56.130366,-106.346771,CA
27085,342200,2037,MechWarrior Online,56.130366,-106.346771,CA
27097,322680,1669,BLACKHOLE,56.130366,-106.346771,CA
27121,262060,742,Darkest Dungeon®,56.130366,-106.346771,CA
27133,291650,1094,Pillars of Eternity,56.130366,-106.346771,CA
27135,232090,488,Killing Floor 2,56.130366,-106.346771,CA
27140,360740,346,Downwell,56.130366,-106.346771,CA
27145,361280,99,Turmoil,56.130366,-106.346771,CA
27150,365190,38,TASTEE: Lethal Tactics,56.130366,-106.346771,CA
27151,365450,717,Hacknet,56.130366,-106.346771,CA
27161,367450,192,Poly Bridge,56.130366,-106.346771,CA
27164,238370,275,Magicka 2,56.130366,-106.346771,CA
27169,370360,2616,TIS-100,56.130366,-106.346771,CA
27174,374320,48,DARK SOULS™ III,56.130366,-106.346771,CA
27177,375820,379,Human Resource Machine,56.130366,-106.346771,CA
27181,377160,6478,Fallout 4,56.130366,-106.346771,CA
27212,236870,422,HITMAN™,56.130366,-106.346771,CA
27223,386690,34,Fantastic Contraption,56.130366,-106.346771,CA
27224,387290,860,Ori and the Blind Forest: Definitive Edition,56.130366,-106.346771,CA
27254,397460,195,The Jackbox Party Pack 2,56.130366,-106.346771,CA
27257,413150,3698,Stardew Valley,56.130366,-106.346771,CA
27275,415030,26,One More Dungeon,56.130366,-106.346771,CA
27277,431240,1410,Golf With Your Friends,56.130366,-106.346771,CA
27288,268500,2929,XCOM 2,56.130366,-106.346771,CA
27317,448510,62,Overcooked,56.130366,-106.346771,CA
27320,428550,409,Momodora: Reverie Under the Moonlight,56.130366,-106.346771,CA
27321,281990,2178,Stellaris,56.130366,-106.346771,CA
27326,457680,25,OPUS: The Day We Found Earth,56.130366,-106.346771,CA
27339,257850,551,Hyper Light Drifter,56.130366,-106.346771,CA
27345,312660,506,Sniper Elite 4,56.130366,-106.346771,CA
27350,287700,1660,METAL GEAR SOLID V: THE PHANTOM PAIN,56.130366,-106.346771,CA
27362,250460,33,Bridge Constructor,56.130366,-106.346771,CA
27367,203160,625,Tomb Raider,56.130366,-106.346771,CA
27377,240,5104,Counter-Strike: Source,56.162939,10.203921,DK
27439,300,239,Day of Defeat: Source,56.162939,10.203921,DK
27443,380,211,Half-Life 2: Episode One,56.162939,10.203921,DK
27450,220,1440,Half-Life 2,56.162939,10.203921,DK
27463,4000,5095,Garry's Mod,56.162939,10.203921,DK
27472,400,750,Portal,56.162939,10.203921,DK
27487,420,547,Half-Life 2: Episode Two,56.162939,10.203921,DK
27509,12900,620,Audiosurf,56.162939,10.203921,DK
27517,500,1068,Left 4 Dead,56.162939,10.203921,DK
27560,3590,364,Plants vs. Zombies: Game of the Year,56.162939,10.203921,DK
27564,10180,421,Call of Duty: Modern Warfare 2,56.162939,10.203921,DK
27587,41500,364,Torchlight,56.162939,10.203921,DK
27597,550,3320,Left 4 Dead 2,56.162939,10.203921,DK
27631,8190,2647,Just Cause 2,56.162939,10.203921,DK
27663,49600,942,Beat Hazard,56.162939,10.203921,DK
27688,42700,818,Call of Duty: Black Ops,56.162939,10.203921,DK
27710,42710,1561,Call of Duty: Black Ops - Multiplayer,56.162939,10.203921,DK
27711,8980,2593,Borderlands GOTY,56.162939,10.203921,DK
27766,620,7059,Portal 2,56.162939,10.203921,DK
27817,105600,9189,Terraria,56.162939,10.203921,DK
27865,20920,2792,The Witcher 2: Assassins of Kings Enhanced Edition,56.162939,10.203921,DK
27902,42910,864,Magicka,56.162939,10.203921,DK
27936,98800,188,Dungeons of Dredmor,56.162939,10.203921,DK
27937,18700,28,And Yet It Moves,56.162939,10.203921,DK
27940,24240,302,PAYDAY: The Heist,56.162939,10.203921,DK
27942,98200,248,Frozen Synapse,56.162939,10.203921,DK
27943,55230,793,Saints Row: The Third,56.162939,10.203921,DK
27960,113200,396,The Binding of Isaac,56.162939,10.203921,DK
27969,72850,15211,The Elder Scrolls V: Skyrim,56.162939,10.203921,DK
28018,91600,193,Sanctum,56.162939,10.203921,DK
28026,1520,43,DEFCON,56.162939,10.203921,DK
28027,1250,217,Killing Floor,56.162939,10.203921,DK
28030,40800,19,Super Meat Boy,56.162939,10.203921,DK
28031,94200,28,Jamestown,56.162939,10.203921,DK
28036,38600,254,Faerie Solitaire,56.162939,10.203921,DK
28039,29180,30,Osmos,56.162939,10.203921,DK
28040,22380,2697,Fallout: New Vegas,56.162939,10.203921,DK
28041,61600,14,Zen Bound® 2,56.162939,10.203921,DK
28042,201790,1387,Orcs Must Die! 2,56.162939,10.203921,DK
28059,204300,390,Awesomenauts,56.162939,10.203921,DK
28061,730,34528,Counter-Strike: Global Offensive,56.162939,10.203921,DK
28163,220780,11,Thomas Was Alone,56.162939,10.203921,DK
28166,49520,4574,Borderlands 2,56.162939,10.203921,DK
28209,8930,1521,Sid Meier's Civilization V,56.162939,10.203921,DK
28247,205100,64,Dishonored,56.162939,10.203921,DK
28248,219150,243,Hotline Miami,56.162939,10.203921,DK
28258,203140,106,Hitman: Absolution,56.162939,10.203921,DK
28259,227300,4641,Euro Truck Simulator 2,56.162939,10.203921,DK
28270,230410,46923,Warframe,56.162939,10.203921,DK
28391,238960,2943,Path of Exile,56.162939,10.203921,DK
28415,8870,650,BioShock Infinite,56.162939,10.203921,DK
28439,234710,247,Poker Night 2,56.162939,10.203921,DK
28445,246900,514,Viscera Cleanup Detail,56.162939,10.203921,DK
28452,218620,4658,PAYDAY 2,56.162939,10.203921,DK
28503,252950,11098,Rocket League,56.162939,10.203921,DK
28537,221910,842,The Stanley Parable,56.162939,10.203921,DK
28544,261640,2386,Borderlands: The Pre-Sequel,56.162939,10.203921,DK
28574,265930,204,Goat Simulator,56.162939,10.203921,DK
28577,282440,367,Quake Live,56.162939,10.203921,DK
28595,204360,218,Castle Crashers,56.162939,10.203921,DK
28598,238460,141,BattleBlock Theater,56.162939,10.203921,DK
28599,206420,693,Saints Row IV,56.162939,10.203921,DK
28613,316010,649,Magic Duels,56.162939,10.203921,DK
28620,335300,341,DARK SOULS™ II: Scholar of the First Sin,56.162939,10.203921,DK
28624,271590,15175,Grand Theft Auto V,56.162939,10.203921,DK
28660,346900,16288,AdVenture Capitalist,56.162939,10.203921,DK
28689,255710,5606,Cities: Skylines,56.162939,10.203921,DK
28697,235540,321,Warhammer: End Times - Vermintide,56.162939,10.203921,DK
28703,292030,12371,The Witcher 3: Wild Hunt,56.162939,10.203921,DK
28740,377160,19331,Fallout 4,56.162939,10.203921,DK
28786,236110,77,Dungeon Defenders II,56.162939,10.203921,DK
28789,268500,1116,XCOM 2,56.162939,10.203921,DK
28807,431240,266,Golf With Your Friends,56.162939,10.203921,DK
28818,203770,13919,Crusader Kings II,56.162939,10.203921,DK
28834,4000,7761,Garry's Mod,57.6348,18.29484,SE
28841,220,590,Half-Life 2,57.6348,18.29484,SE
28859,400,754,Portal,57.6348,18.29484,SE
28866,420,1,Half-Life 2: Episode Two,57.6348,18.29484,SE
28877,12900,2085,Audiosurf,57.6348,18.29484,SE
28886,500,4043,Left 4 Dead,57.6348,18.29484,SE
28927,41500,1488,Torchlight,57.6348,18.29484,SE
28938,10180,1707,Call of Duty: Modern Warfare 2,57.6348,18.29484,SE
28972,550,1651,Left 4 Dead 2,57.6348,18.29484,SE
28984,91200,128,Anomaly Warzone Earth,57.6348,18.29484,SE
28992,620,1412,Portal 2,57.6348,18.29484,SE
29019,32800,1253,The Lord of the Rings: War in the North,57.6348,18.29484,SE
29057,22380,3128,Fallout: New Vegas,57.6348,18.29484,SE
29060,40390,1844,Risen 2 - Dark Waters,57.6348,18.29484,SE
29091,200710,5573,Torchlight II,57.6348,18.29484,SE
29156,230410,22867,Warframe,57.6348,18.29484,SE
29258,238960,770,Path of Exile,57.6348,18.29484,SE
29263,236730,56,Anomaly 2,57.6348,18.29484,SE
29276,241600,758,Rogue Legacy,57.6348,18.29484,SE
29285,242920,3181,Banished,57.6348,18.29484,SE
29287,248820,2482,Risk of Rain,57.6348,18.29484,SE
29297,237740,213,Angry Video Game Nerd Adventures,57.6348,18.29484,SE
29303,205100,1449,Dishonored,57.6348,18.29484,SE
29313,200170,486,Worms Revolution,57.6348,18.29484,SE
29322,219990,4193,Grim Dawn,57.6348,18.29484,SE
29342,262060,3718,Darkest Dungeon®,57.6348,18.29484,SE
29376,215530,1063,The Incredible Adventures of Van Helsing,57.6348,18.29484,SE
29437,269210,1004,Hero Siege,57.6348,18.29484,SE
29455,210770,1924,Sanctum 2,57.6348,18.29484,SE
29475,48700,7369,Mount & Blade: Warband,57.6348,18.29484,SE
29505,282070,2392,This War of Mine,57.6348,18.29484,SE
29523,286160,198,Tabletop Simulator,57.6348,18.29484,SE
29524,287980,208,Mini Metro,57.6348,18.29484,SE
29532,201810,595,Wolfenstein: The New Order,57.6348,18.29484,SE
29558,286690,842,Metro 2033 Redux,57.6348,18.29484,SE
29573,310510,5698,Deathtrap,57.6348,18.29484,SE
29580,249230,1807,Risen 3 - Titan Lords,57.6348,18.29484,SE
29595,221380,1313,Age of Empires II (2013),57.6348,18.29484,SE
29618,241930,2666,Middle-earth™: Shadow of Mordor™,57.6348,18.29484,SE
29652,261640,552,Borderlands: The Pre-Sequel,57.6348,18.29484,SE
29661,335300,1631,DARK SOULS™ II: Scholar of the First Sin,57.6348,18.29484,SE
29671,250900,476,The Binding of Isaac: Rebirth,57.6348,18.29484,SE
29688,319630,1958,Life is Strange™,57.6348,18.29484,SE
29709,350080,923,Wolfenstein: The Old Blood ,57.6348,18.29484,SE
29737,255710,3754,Cities: Skylines,57.6348,18.29484,SE
29751,363970,13087,Clicker Heroes,57.6348,18.29484,SE
29775,226860,1392,Galactic Civilizations III,57.6348,18.29484,SE
29787,377160,48616,Fallout 4,57.6348,18.29484,SE
29833,266840,5621,Age of Mythology: Extended Edition,57.6348,18.29484,SE
29844,374320,106,DARK SOULS™ III,57.6348,18.29484,SE
29847,213670,1201,South Park™: The Stick of Truth™,57.6348,18.29484,SE
29856,391720,72,Layers of Fear,57.6348,18.29484,SE
29862,292030,2123,The Witcher 3: Wild Hunt,57.6348,18.29484,SE
29869,324810,64,TOXIKK,57.6348,18.29484,SE
29873,323580,70,Jotun: Valhalla Edition,57.6348,18.29484,SE
29875,220,3843,Half-Life 2,21.7430158,-82.7535929,CU
29908,240,25536,Counter-Strike: Source,21.7430158,-82.7535929,CU
29994,300,1968,Day of Defeat: Source,21.7430158,-82.7535929,CU
30003,380,374,Half-Life 2: Episode One,21.7430158,-82.7535929,CU
30016,3830,3169,Psychonauts,21.7430158,-82.7535929,CU
30050,4000,184876,Garry's Mod,21.7430158,-82.7535929,CU
30067,400,290,Portal,21.7430158,-82.7535929,CU
30070,420,152,Half-Life 2: Episode Two,21.7430158,-82.7535929,CU
30072,12900,751,Audiosurf,21.7430158,-82.7535929,CU
30076,500,4104,Left 4 Dead,21.7430158,-82.7535929,CU
30123,1250,8701,Killing Floor,21.7430158,-82.7535929,CU
30178,20500,122,Red Faction: Guerrilla Steam Edition,21.7430158,-82.7535929,CU
30181,550,3977,Left 4 Dead 2,21.7430158,-82.7535929,CU
30207,49900,188,Plain Sight,21.7430158,-82.7535929,CU
30211,39800,364,Nation Red,21.7430158,-82.7535929,CU
30222,8930,13277,Sid Meier's Civilization V,21.7430158,-82.7535929,CU
30249,31280,172,Poker Night at the Inventory,21.7430158,-82.7535929,CU
30257,620,3947,Portal 2,21.7430158,-82.7535929,CU
30293,64000,2001,Men of War: Assault Squad,21.7430158,-82.7535929,CU
30320,42910,739,Magicka,21.7430158,-82.7535929,CU
30342,105600,10737,Terraria,21.7430158,-82.7535929,CU
30396,20920,109,The Witcher 2: Assassins of Kings Enhanced Edition,21.7430158,-82.7535929,CU
30423,98200,32,Frozen Synapse,21.7430158,-82.7535929,CU
30425,91700,229,E.Y.E: Divine Cybermancy,21.7430158,-82.7535929,CU
30438,42160,773,War of the Roses,21.7430158,-82.7535929,CU
30445,21100,660,F.E.A.R. 3,21.7430158,-82.7535929,CU
30455,97000,278,Solar 2,21.7430158,-82.7535929,CU
30457,8980,860,Borderlands GOTY,21.7430158,-82.7535929,CU
30491,48000,274,LIMBO,21.7430158,-82.7535929,CU
30493,107100,415,Bastion,21.7430158,-82.7535929,CU
30496,107200,539,Space Pirates and Zombies,21.7430158,-82.7535929,CU
30512,42680,426,Call of Duty: Modern Warfare 3,21.7430158,-82.7535929,CU
30523,24240,1039,PAYDAY: The Heist,21.7430158,-82.7535929,CU
30531,65800,461,Dungeon Defenders,21.7430158,-82.7535929,CU
30542,72850,5128,The Elder Scrolls V: Skyrim,21.7430158,-82.7535929,CU
30569,201830,43,Jurassic Park: The Game,21.7430158,-82.7535929,CU
30571,34330,5422,Total War: SHOGUN 2,21.7430158,-82.7535929,CU
30596,22380,9532,Fallout: New Vegas,21.7430158,-82.7535929,CU
30631,204880,2236,Sins of a Solar Empire: Rebellion,21.7430158,-82.7535929,CU
30655,97330,1378,Magic: The Gathering - Duels of the Planeswalkers 2013,21.7430158,-82.7535929,CU
30667,91310,1311,Dead Island,21.7430158,-82.7535929,CU
30681,108710,148,Alan Wake,21.7430158,-82.7535929,CU
30684,209080,935,Guns of Icarus Online,21.7430158,-82.7535929,CU
30705,730,42809,Counter-Strike: Global Offensive,21.7430158,-82.7535929,CU
30835,208580,614,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,21.7430158,-82.7535929,CU
30842,200510,530,XCOM: Enemy Unknown,21.7430158,-82.7535929,CU
30866,49520,4806,Borderlands 2,21.7430158,-82.7535929,CU
30897,200710,207,Torchlight II,21.7430158,-82.7535929,CU
30913,55230,1318,Saints Row: The Third,21.7430158,-82.7535929,CU
30930,222140,211,Puddle,21.7430158,-82.7535929,CU
30936,43110,712,Metro 2033,21.7430158,-82.7535929,CU
30944,223470,74,POSTAL 2,21.7430158,-82.7535929,CU
30948,35720,153,Trine 2,21.7430158,-82.7535929,CU
30952,230410,2715,Warframe,21.7430158,-82.7535929,CU
31014,236390,9205,War Thunder,21.7430158,-82.7535929,CU
31031,238960,200,Path of Exile,21.7430158,-82.7535929,CU
31032,227100,333,Sniper Elite: Nazi Zombie Army,21.7430158,-82.7535929,CU
31036,221040,2554,Resident Evil 6,21.7430158,-82.7535929,CU
31065,230050,48,DLC Quest,21.7430158,-82.7535929,CU
31074,35450,843,Rising Storm/Red Orchestra 2 Multiplayer,21.7430158,-82.7535929,CU
31095,218620,2767,PAYDAY 2,21.7430158,-82.7535929,CU
31140,206190,110,Gunpoint,21.7430158,-82.7535929,CU
31143,39140,2400,FINAL FANTASY VII,21.7430158,-82.7535929,CU
31150,107410,11662,Arma 3,21.7430158,-82.7535929,CU
31157,248820,1082,Risk of Rain,21.7430158,-82.7535929,CU
31165,239820,1118,Game Dev Tycoon,21.7430158,-82.7535929,CU
31181,250520,3011,Underrail,21.7430158,-82.7535929,CU
31204,214950,571,Total War: ROME II - Emperor Edition,21.7430158,-82.7535929,CU
31208,247000,3666,Talisman: Digital Edition,21.7430158,-82.7535929,CU
31226,247910,264,Sniper Elite: Nazi Zombie Army 2,21.7430158,-82.7535929,CU
31238,221910,997,The Stanley Parable,21.7430158,-82.7535929,CU
31245,238430,4269,Contagion,21.7430158,-82.7535929,CU
31251,271590,3182,Grand Theft Auto V,21.7430158,-82.7535929,CU
31276,244450,448,Men of War: Assault Squad 2,21.7430158,-82.7535929,CU
31277,48700,4982,Mount & Blade: Warband,21.7430158,-82.7535929,CU
31317,246620,749,Plague Inc: Evolved,21.7430158,-82.7535929,CU
31383,254700,790,Resident Evil 4,21.7430158,-82.7535929,CU
31390,286160,112,Tabletop Simulator,21.7430158,-82.7535929,CU
31391,236430,4827,DARK SOULS™ II,21.7430158,-82.7535929,CU
31415,287700,3504,METAL GEAR SOLID V: THE PHANTOM PAIN,21.7430158,-82.7535929,CU
31442,270550,24,Yet Another Zombie Defense,21.7430158,-82.7535929,CU
31450,294860,391,Valkyria Chronicles™,21.7430158,-82.7535929,CU
31452,300550,237,Shadowrun: Dragonfall - Director's Cut,21.7430158,-82.7535929,CU
31457,286690,1609,Metro 2033 Redux,21.7430158,-82.7535929,CU
31479,287390,1293,Metro: Last Light Redux,21.7430158,-82.7535929,CU
31509,304240,64,Resident Evil,21.7430158,-82.7535929,CU
31511,238090,274,Sniper Elite 3,21.7430158,-82.7535929,CU
31519,307880,28,Savage Lands,21.7430158,-82.7535929,CU
31521,206420,758,Saints Row IV,21.7430158,-82.7535929,CU
31532,221380,49,Age of Empires II (2013),21.7430158,-82.7535929,CU
31534,241930,562,Middle-earth™: Shadow of Mordor™,21.7430158,-82.7535929,CU
31572,261640,715,Borderlands: The Pre-Sequel,21.7430158,-82.7535929,CU
31583,231430,18220,Company of Heroes 2,21.7430158,-82.7535929,CU
31668,305620,2726,The Long Dark,21.7430158,-82.7535929,CU
31671,304650,179,Sunless Sea,21.7430158,-82.7535929,CU
31673,343710,60,KHOLAT,21.7430158,-82.7535929,CU
31676,323470,1366,DRAGON BALL XENOVERSE,21.7430158,-82.7535929,CU
31691,8870,666,BioShock Infinite,21.7430158,-82.7535929,CU
31717,232090,1689,Killing Floor 2,21.7430158,-82.7535929,CU
31731,362890,4199,Black Mesa,21.7430158,-82.7535929,CU
31740,367500,1396,Dragon's Dogma: Dark Arisen,21.7430158,-82.7535929,CU
31752,373420,1456,Divinity: Original Sin Enhanced Edition,21.7430158,-82.7535929,CU
31759,377160,8749,Fallout 4,21.7430158,-82.7535929,CU
31791,236110,767,Dungeon Defenders II,21.7430158,-82.7535929,CU
31793,235540,262,Warhammer: End Times - Vermintide,21.7430158,-82.7535929,CU
31810,413150,12005,Stardew Valley,21.7430158,-82.7535929,CU
31831,268500,2027,XCOM 2,21.7430158,-82.7535929,CU
31864,239140,2859,Dying Light,21.7430158,-82.7535929,CU
31898,431240,535,Golf With Your Friends,21.7430158,-82.7535929,CU
31907,255710,551,Cities: Skylines,21.7430158,-82.7535929,CU
31913,374320,2315,DARK SOULS™ III,21.7430158,-82.7535929,CU
31927,363680,754,Battlefleet Gothic: Armada,21.7430158,-82.7535929,CU
